Ticker,Security Name,Market Category,Test Issue,Financial Status,Round Lot Size,ETF,NextShares,Exchange,CQS Symbol,NASDAQ Symbol
MRC,MRC GLOBAL INC. COMMON STOCK,,N,,100,N,,N,MRC,MRC
MRCC,MONROE CAPITAL CORPORATION - CLOSED END FUND,Q,N,N,100,N,N,Q,,
MRCY,MERCURY SYSTEMS INC - COMMON STOCK,Q,N,N,100,N,N,Q,,
MREO,MEREO BIOPHARMA GROUP PLC - AMERICAN DEPOSITARY SHARES,S,N,N,100,N,N,Q,,
MRK,"MERCK & COMPANY, INC. COMMON STOCK (NEW)",,N,,100,N,,N,MRK,MRK
MRKR,"MARKER THERAPEUTICS, INC. - COMMON STOCK",S,N,N,100,N,N,Q,,
MRM,MEDIROM HEALTHCARE TECHNOLOGIES INC. - AMERICAN DEPOSITARY SHARE,S,N,N,100,N,N,Q,,
MRNA,"MODERNA, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
MRNO,MURANO GLOBAL INVESTMENTS PLC - ORDINARY SHARES,S,N,N,100,N,N,Q,,
MRNOW,MURANO GLOBAL INVESTMENTS PLC - WARRANTS,S,N,N,100,N,N,Q,,
MRP,"MILLROSE PROPERTIES, INC. CLASS A COMMON STOCK",,N,,100,N,,N,MRP,MRP
MRSN,"MERSANA THERAPEUTICS, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
MRTN,"MARTEN TRANSPORT, LTD. - COMMON STOCK",Q,N,N,100,N,N,Q,,
MRUS,MERUS N.V. - COMMON SHARES,G,N,N,100,N,N,Q,,
MRVI,"MARAVAI LIFESCIENCES HOLDINGS, INC. - CLASS A COMMON STOCK",Q,N,N,100,N,N,Q,,
MRVL,"MARVELL TECHNOLOGY, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
MRX,MAREX GROUP PLC - ORDINARY SHARES,Q,N,N,100,N,N,Q,,
MS,MORGAN STANLEY COMMON STOCK,,N,,100,N,,N,MS,MS
MS$A,MORGAN STANLEY DEP SHS REPSTG 1/1000 PFD SER A,,N,,100,N,,N,MSPA,MS-A
MS$E,MORGAN STANLEY DEPOSITARY SHARES REP 1/1000TH SHARES FIXED/FLTG PREFERRED STOCK SERIES E,,N,,100,N,,N,MSPE,MS-E
MS$F,MORGAN STANLEY DEP SHS RPSTG 1/1000TH INT PRD SER F FXD TO FLAG,,N,,100,N,,N,MSPF,MS-F
MS$I,MORGAN STANLEY DEPOSITORY SHARES REPRESENTING 1/1000TH PREFERRED SERIES 1 FIXED TO FLOATING NON (CUM),,N,,100,N,,N,MSPI,MS-I
MS$K,"MORGAN STANLEY DEPOSITARY SHARES, EACH REPRESENTING 1/1,000TH OF A SHARE OF FIXED-TO-FLOATING RATE NON-CUMULATIVE PREFERRED STOCK,  SERIES K",,N,,100,N,,N,MSPK,MS-K
MS$L,"MORGAN STANLEY DEPOSITARY SHARES, EACH REPRESENTING 1/1,000TH OF A SHARE OF 4.875% NON-CUMULATIVE PREFERRED STOCK, SERIES L",,N,,100,N,,N,MSPL,MS-L
MS$O,"MORGAN STANLEY DEPOSITARY SHARES, EACH REPRESENTING 1/1,000TH OF A SHARE OF 4.250% NON-CUMULATIVE PREFERRED STOCK, SERIES O",,N,,100,N,,N,MSPO,MS-O
MS$P,"MORGAN STANLEY DEPOSITARY SHARES, EACH REPRESENTING 1/1,000TH OF A SHARE OF 6.500% NON-CUMULATIVE PREFERRED STOCK, SERIES P",,N,,100,N,,N,MSPP,MS-P
MS$Q,"MORGAN STANLEY DEPOSITARY SHARES, EACH REPRESENTING 1/1,000TH OF A SHARE OF 6.625% NON-CUMULATIVE PREFERRED STOCK, SERIES Q",,N,,100,N,,N,MSPQ,MS-Q
MSA,MSA SAFETY INCORPORATED COMMON STOCK,,N,,100,N,,N,MSA,MSA
MSAI,"MULTISENSOR AI HOLDINGS, INC. - COMMON STOCK",S,N,D,100,N,N,Q,,
MSAIW,"MULTISENSOR AI HOLDINGS, INC. - WARRANTS",S,N,N,100,N,N,Q,,
MSB,MESABI TRUST COMMON STOCK,,N,,100,N,,N,MSB,MSB
MSBI,"MIDLAND STATES BANCORP, INC. - COMMON STOCK",Q,N,E,100,N,N,Q,,
MSBIP,"MIDLAND STATES BANCORP, INC. - DEPOSITARY SHARES EACH REPRESENTING A 1/40TH INTEREST IN A SHARE OF 7.750% FIXED-RATE RESET NON-CUMULATIVE PERPETUAL PREFERRED STOCK, SERIES A",Q,N,E,100,N,N,Q,,
MSC,"STUDIO CITY INTERNATIONAL HOLDINGS LIMITED AMERICAN DEPOSITARY SHARES, EACH REPRESENTING FOUR  CLASS A ORDINARY SHARES",,N,,100,N,,N,MSC,MSC
MSCI,MSCI INC. COMMON STOCK,,N,,100,N,,N,MSCI,MSCI
MSD,"MORGAN STANLEY EMERGING MARKETS DEBT FUND, INC. COMMON STOCK",,N,,100,N,,N,MSD,MSD
MSDL,MORGAN STANLEY DIRECT LENDING FUND COMMON STOCK,,N,,100,N,,N,MSDL,MSDL
MSEX,MIDDLESEX WATER COMPANY - COMMON STOCK,Q,N,N,100,N,N,Q,,
MSFT,MICROSOFT CORPORATION - COMMON STOCK,Q,N,N,100,N,N,Q,,
MSGE,MADISON SQUARE GARDEN ENTERTAINMENT CORP. CLASS A COMMON STOCK,,N,,100,N,,N,MSGE,MSGE
MSGM,MOTORSPORT GAMES INC. - CLASS A COMMON STOCK,S,N,N,100,N,N,Q,,
MSGS,MADISON SQUARE GARDEN SPORTS CORP. CLASS A COMMON STOCK (NEW),,N,,100,N,,N,MSGS,MSGS
MSGY,MASONGLORY LIMITED - ORDINARY SHARES,S,N,N,100,N,N,Q,,
MSI,"MOTOROLA SOLUTIONS, INC. COMMON STOCK",,N,,100,N,,N,MSI,MSI
MSIF,"MSC INCOME FUND, INC. COMMON STOCK",,N,,100,N,,N,MSIF,MSIF
MSM,"MSC INDUSTRIAL DIRECT COMPANY, INC. COMMON STOCK",,N,,100,N,,N,MSM,MSM
MSPR,"MSP RECOVERY, INC. - CLASS A COMMON STOCK",S,N,D,100,N,N,Q,,
MSPRW,"MSP RECOVERY, INC. - WARRANT",S,N,D,100,N,N,Q,,
MSPRZ,"MSP RECOVERY, INC. - WARRANT",S,N,D,100,N,N,Q,,
MSS,MAISON SOLUTIONS INC. - CLASS A COMMON STOCK,S,N,D,100,N,N,Q,,
MSTR,STRATEGY INC - CLASS A COMMON STOCK,Q,N,N,100,N,N,Q,,
MSW,MING SHING GROUP HOLDINGS LIMITED - ORDINARY SHARES,S,N,N,100,N,N,Q,,
MT,ARCELOR MITTAL NY REGISTRY SHARES NEW,,N,,100,N,,N,MT,MT
MTAL,MAC COPPER LIMITED ORDINARY SHARES,,N,,100,N,,N,MTAL,MTAL
MTB,M&T BANK CORPORATION COMMON STOCK,,N,,100,N,,N,MTB,MTB
MTB$H,"M&T BANK CORPORATION PERPETUAL FIXED-TO-FLOATING RATE NON-CUMULATIVE PREFERRED STOCK, SERIES H",,N,,100,N,,N,MTBPH,MTB-H
MTB$J,"M&T BANK CORPORATION DEPOSITARY SHARES EACH REPRESENTING A 1/400TH OWNERSHIP INTEREST IN A SHARE OF PERPETUAL 7.500% NON-CUMULATIVE PREFERRED STOCK, SERIES J",,N,,100,N,,N,MTBPJ,MTB-J
MTC,"MMTEC, INC. - COMMON SHARES",S,N,N,100,N,N,Q,,
MTCH,"MATCH GROUP, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
MTD,"METTLER-TOLEDO INTERNATIONAL, INC. COMMON STOCK",,N,,100,N,,N,MTD,MTD
MTDR,MATADOR RESOURCES COMPANY COMMON STOCK,,N,,100,N,,N,MTDR,MTDR
MTEK,MARIS-TECH LTD. - ORDINARY SHARES,S,N,N,100,N,N,Q,,
MTEKW,MARIS-TECH LTD. - WARRANTS,S,N,N,100,N,N,Q,,
MTEN,MINGTENG INTERNATIONAL CORPORATION INC. - ORDINARY SHARES,S,N,N,100,N,N,Q,,
MTEX,"MANNATECH, INCORPORATED - COMMON STOCK",S,N,N,100,N,N,Q,,
MTG,MGIC INVESTMENT CORPORATION COMMON STOCK,,N,,100,N,,N,MTG,MTG
MTH,MERITAGE HOMES CORPORATION COMMON STOCK,,N,,100,N,,N,MTH,MTH
MTLS,MATERIALISE NV - AMERICAN DEPOSITARY SHARES,Q,N,N,100,N,N,Q,,
MTN,"VAIL RESORTS, INC. COMMON STOCK",,N,,100,N,,N,MTN,MTN
MTR,MESA ROYALTY TRUST COMMON STOCK,,N,,100,N,,N,MTR,MTR
MTRN,MATERION CORPORATION,,N,,100,N,,N,MTRN,MTRN
MTRX,MATRIX SERVICE COMPANY - COMMON STOCK,Q,N,N,100,N,N,Q,,
MTSI,"MACOM TECHNOLOGY SOLUTIONS HOLDINGS, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
MTSR,"METSERA, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
MTUS,METALLUS INC. COMMON SHARES,,N,,100,N,,N,MTUS,MTUS
MTVA,METAVIA INC.  - COMMON STOCK,S,N,D,100,N,N,Q,,
MTW,"MANITOWOC COMPANY, INC. (THE) COMMON STOCK",,N,,100,N,,N,MTW,MTW
MTX,MINERALS TECHNOLOGIES INC. COMMON STOCK,,N,,100,N,,N,MTX,MTX
MTZ,"MASTEC, INC. COMMON STOCK",,N,,100,N,,N,MTZ,MTZ
MU,"MICRON TECHNOLOGY, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
MUA,"BLACKROCK MUNIASSETS FUND, INC COMMON STOCK",,N,,100,N,,N,MUA,MUA
MUC,"BLACKROCK MUNIHOLDINGS CALIFORNIA QUALITY FUND, INC.  COMMON STOCK",,N,,100,N,,N,MUC,MUC
MUE,"BLACKROCK MUNIHOLDINGS QUALITY FUND II, INC. COMMON STOCK",,N,,100,N,,N,MUE,MUE
MUFG,"MITSUBISHI UFJ FINANCIAL GROUP, INC. COMMON STOCK",,N,,100,N,,N,MUFG,MUFG
MUJ,"BLACKROCK MUNIHOLDINGS NEW JERSEY QUALITY FUND, INC. COMMON STOCK",,N,,100,N,,N,MUJ,MUJ
MUR,MURPHY OIL CORPORATION COMMON STOCK,,N,,100,N,,N,MUR,MUR
MURA,MURAL ONCOLOGY PLC - ORDINARY SHARES,G,N,N,100,N,N,Q,,
MUSA,MURPHY USA INC. COMMON STOCK,,N,,100,N,,N,MUSA,MUSA
MUX,MCEWEN INC. COMMON STOCK,,N,,100,N,,N,MUX,MUX
MVBF,MVB FINANCIAL CORP. - COMMON STOCK,S,N,N,100,N,N,Q,,
MVF,"BLACKROCK MUNIVEST FUND, INC. COMMON STOCK",,N,,100,N,,N,MVF,MVF
MVIS,"MICROVISION, INC. - COMMON STOCK",G,N,N,100,N,N,Q,,
MVO,MV OIL TRUST UNITS OF BENEFICIAL INTERESTS,,N,,100,N,,N,MVO,MVO
MVST,"MICROVAST HOLDINGS, INC. - COMMON STOCK",S,N,N,100,N,N,Q,,
MVSTW,"MICROVAST HOLDINGS, INC. - WARRANT",S,N,N,100,N,N,Q,,
MVT,"BLACKROCK MUNIVEST FUND II, INC.  COMMON STOCK",,N,,100,N,,N,MVT,MVT
MWA,MUELLER WATER PRODUCTS COMMON STOCK,,N,,100,N,,N,MWA,MWA
MWYN,"MARWYNN HOLDINGS, INC. - COMMON STOCK",S,N,N,100,N,N,Q,,
MX,MAGNACHIP SEMICONDUCTOR CORPORATION COMMON STOCK,,N,,100,N,,N,MX,MX
MXCT,"MAXCYTE, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
MXE,"MEXICO EQUITY AND INCOME FUND, INC. (THE) COMMON STOCK",,N,,100,N,,N,MXE,MXE
MXF,"MEXICO FUND, INC. (THE) COMMON STOCK",,N,,100,N,,N,MXF,MXF
MXL,"MAXLINEAR, INC - COMMON STOCK",Q,N,N,100,N,N,Q,,
MYD,"BLACKROCK MUNIYIELD FUND, INC.  COMMON STOCK",,N,,100,N,,N,MYD,MYD
MYE,"MYERS INDUSTRIES, INC. COMMON STOCK",,N,,100,N,,N,MYE,MYE
MYFW,"FIRST WESTERN FINANCIAL, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
MYGN,"MYRIAD GENETICS, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
MYI,"BLACKROCK MUNIYIELD QUALITY FUND III, INC COMMON STOCK",,N,,100,N,,N,MYI,MYI
MYN,"BLACKROCK MUNIYIELD NEW YORK QUALITY FUND, INC.COMMON STOCK",,N,,100,N,,N,MYN,MYN
MYNZ,MAINZ BIOMED N.V. - ORDINARY SHARES,S,N,N,100,N,N,Q,,
MYPS,"PLAYSTUDIOS, INC.  - CLASS A COMMON STOCK",G,N,N,100,N,N,Q,,
MYPSW,"PLAYSTUDIOS, INC.  - WARRANT",G,N,N,100,N,N,Q,,
MYRG,"MYR GROUP, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
MYSE,"MYSEUM, INC. - COMMON STOCK",S,N,N,100,N,N,Q,,
MYSEW,"MYSEUM, INC. - SERIES A WARRANT",S,N,N,100,N,N,Q,,
MYSZ,"MY SIZE, INC. - COMMON STOCK",S,N,N,100,N,N,Q,,
MZTI,THE MARZETTI COMPANY - COMMON STOCK,Q,N,N,100,N,N,Q,,
NA,NANO LABS LTD - CLASS A ORDINARY SHARES,S,N,N,100,N,N,Q,,
NAAS,NAAS TECHNOLOGY INC. - AMERICAN DEPOSITARY SHARES,S,N,D,100,N,N,Q,,
NABL,"N-ABLE, INC. COMMON STOCK",,N,,100,N,,N,NABL,NABL
NAC,NUVEEN CALIFORNIA QUALITY MUNICIPAL INCOME FUND,,N,,100,N,,N,NAC,NAC
NAD,NUVEEN QUALITY MUNICIPAL INCOME FUND COMMON STOCK,,N,,100,N,,N,NAD,NAD
NAGE,"NIAGEN BIOSCIENCE, INC. - COMMON STOCK",S,N,N,100,N,N,Q,,
NAII,"NATURAL ALTERNATIVES INTERNATIONAL, INC. - COMMON STOCK",G,N,N,100,N,N,Q,,
NAKA,"KINDLY MD, INC. - COMMON STOCK",G,N,N,100,N,N,Q,,
NAMI,JINXIN TECHNOLOGY HOLDING COMPANY - AMERICAN DEPOSITARY SHARES,S,N,N,100,N,N,Q,,
NAMM,NAMIB MINERALS - ORDINARY SHARES,G,N,N,100,N,N,Q,,
NAMMW,NAMIB MINERALS - WARRANTS,S,N,N,100,N,N,Q,,
NAMS,NEWAMSTERDAM PHARMA COMPANY N.V. - ORDINARY SHARES,G,N,N,100,N,N,Q,,
NAMSW,NEWAMSTERDAM PHARMA COMPANY N.V. - WARRANT,G,N,N,100,N,N,Q,,
NAN,NUVEEN NEW YORK QUALITY MUNICIPAL INCOME FUND COMMON STOCK,,N,,100,N,,N,NAN,NAN
NAOV,"NANOVIBRONIX, INC. - COMMON STOCK",S,N,N,100,N,N,Q,,
NAT,NORDIC AMERICAN TANKERS LIMITED COMMON STOCK,,N,,100,N,,N,NAT,NAT
NATH,"NATHAN'S FAMOUS, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
NATL,NCR ATLEOS CORPORATION COMMON STOCK,,N,,100,N,,N,NATL,NATL
NATR,"NATURE'S SUNSHINE PRODUCTS, INC. - COMMON STOCK",S,N,N,100,N,N,Q,,
NAUT,"NAUTILUS BIOTECHNOLOGY, INC. - COMMON STOCK",Q,N,D,100,N,N,Q,,
NAVI,NAVIENT CORPORATION - COMMON STOCK,Q,N,N,100,N,N,Q,,
NAZ,NUVEEN ARIZONA QUALITY MUNICIPAL INCOME FUND COMMON STOCK,,N,,100,N,,N,NAZ,NAZ
NB,NIOCORP DEVELOPMENTS LTD. - COMMON STOCK,G,N,N,100,N,N,Q,,
NBB,NUVEEN TAXABLE MUNICIPAL INCOME FUND COMMON SHARES OF BENEFICIAL INTEREST,,N,,100,N,,N,NBB,NBB
NBBK,"NB BANCORP, INC. - COMMON STOCK",S,N,N,100,N,N,Q,,
NBHC,NATIONAL BANK HOLDINGS CORPORATION COMMON STOCK,,N,,100,N,,N,NBHC,NBHC
NBIS,NEBIUS GROUP N.V. - CLASS A ORDINARY SHARES,Q,N,N,100,N,N,Q,,
NBIX,"NEUROCRINE BIOSCIENCES, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
NBN,NORTHEAST BANK - COMMON STOCK,G,N,N,100,N,N,Q,,
NBR,NABORS INDUSTRIES LTD.,,N,,100,N,,N,NBR,NBR
NBTB,NBT BANCORP INC. - COMMON STOCK,Q,N,N,100,N,N,Q,,
NBTX,NANOBIOTIX S.A. - ADSS,Q,N,N,100,N,N,Q,,
NBXG,NEUBERGER BERMAN NEXT GENERATION CONNECTIVITY FUND INC. COMMON STOCK,,N,,100,N,,N,NBXG,NBXG
NC,"NACCO INDUSTRIES, INC. COMMON STOCK",,N,,100,N,,N,NC,NC
NCA,NUVEEN CALIFORNIA MUNICIPAL VALUE FUND,,N,,100,N,,N,NCA,NCA
NCDL,NUVEEN CHURCHILL DIRECT LENDING CORP. COMMON STOCK,,N,,100,N,,N,NCDL,NCDL
NCEW,NEW CENTURY LOGISTICS (BVI) LIMITED - ORDINARY SHARES,S,N,D,100,N,N,Q,,
NCI,NEO-CONCEPT INTERNATIONAL GROUP HOLDINGS LIMITED - CLASS A ORDINARY SHARES,S,N,N,100,N,N,Q,,
NCIQ,HASHDEX NASDAQ CRYPTO INDEX US ETF - HASHDEX NASDAQ CRYPTO INDEX US ETF,G,N,N,100,N,N,Q,,
NCLH,NORWEGIAN CRUISE LINE HOLDINGS LTD. ORDINARY SHARES,,N,,100,N,,N,NCLH,NCLH
NCMI,"NATIONAL CINEMEDIA, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
NCNA,NUCANA PLC - AMERICAN DEPOSITARY SHARES,S,N,D,100,N,N,Q,,
NCNO,"NCINO, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
NCPL,NETCAPITAL INC. - COMMON STOCK,S,N,N,100,N,N,Q,,
NCPLW,NETCAPITAL INC. - WARRANTS,S,N,N,100,N,N,Q,,
NCRA,"NOCERA, INC. - COMMON STOCK",S,N,N,100,N,N,Q,,
NCSM,"NCS MULTISTAGE HOLDINGS, INC. - COMMON STOCK",S,N,N,100,N,N,Q,,
NCT,INTERCONT (CAYMAN) LIMITED - ORDINARY SHARES,S,N,N,100,N,N,Q,,
NCTY,THE9 LIMITED - AMERICAN DEPOSITORY SHARES,S,N,N,100,N,N,Q,,
NCV,VIRTUS CONVERTIBLE & INCOME FUND COMMON SHARES OF BENEFICIAL INTEREST,,N,,100,N,,N,NCV,NCV
NCV$A,VIRTUS CONVERTIBLE & INCOME FUND 5.625% SERIES A CUMULATIVE PREFERRED SHARES,,N,,100,N,,N,NCVPA,NCV-A
NCZ,VIRTUS CONVERTIBLE & INCOME FUND II COMMON SHARES OF BENEFICIAL INTEREST,,N,,100,N,,N,NCZ,NCZ
NCZ$A,VIRTUS CONVERTIBLE & INCOME FUND II 5.50% SERIES A CUMULATIVE PREFERRED SHARES,,N,,100,N,,N,NCZPA,NCZ-A
NDAQ,"NASDAQ, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
NDLS,NOODLES & COMPANY - COMMON STOCK,Q,N,D,100,N,N,Q,,
NDMO,NUVEEN DYNAMIC MUNICIPAL OPPORTUNITIES FUND COMMON SHARES OF BENEFICIAL INTEREST,,N,,100,N,,N,NDMO,NDMO
NDRA,ENDRA LIFE SCIENCES INC. - COMMON STOCK,S,N,D,100,N,N,Q,,
NDSN,NORDSON CORPORATION - COMMON STOCK,Q,N,N,100,N,N,Q,,
NE,NOBLE CORPORATION PLC A ORDINARY SHARES,,N,,100,N,,N,NE,NE
NE.A,NOBLE CORPORATION PLC TRANCHE 2 WARRANTS,,N,,100,N,,N,NE.WS.A,NE+A
NE.W,NOBLE CORPORATION PLC TRANCHE 1 WARRANTS,,N,,100,N,,N,NE.WS,NE+
NEA,NUVEEN AMT-FREE QUALITY MUNICIPAL INCOME FUND COMMON SHARES OF BENEFICIAL INTEREST PAR VALUE $.01,,N,,100,N,,N,NEA,NEA
NECB,"NORTHEAST COMMUNITY BANCORP, INC. - COMMON STOCK",S,N,N,100,N,N,Q,,
NEE,"NEXTERA ENERGY, INC. COMMON STOCK",,N,,100,N,,N,NEE,NEE
NEE$N,"NEXTERA ENERGY, INC. SERIES N JUNIOR SUBORDINATED DEBENTURES DUE MARCH 1, 2079",,N,,100,N,,N,NEEPN,NEE-N
NEE$R,"NEXTERA ENERGY, INC. 6.926% CORPORATE UNITS",,N,,100,N,,N,NEEPR,NEE-R
NEE$S,"NEXTERA ENERGY, INC. 7.299% CORPORATE UNITS",,N,,100,N,,N,NEEPS,NEE-S
NEE$T,"NEXTERA ENERGY, INC. 7.234% CORPORATE UNITS",,N,,100,N,,N,NEEPT,NEE-T
NEE$U,"NEXTERA ENERGY, INC. SERIES U JUNIOR SUBORDINATED DEBENTURES DUE JUNE 1, 2085",,N,,100,N,,N,NEEPU,NEE-U
NEGG,"NEWEGG COMMERCE, INC. - COMMON SHARES",S,N,N,100,N,N,Q,,
NEM,NEWMONT CORPORATION,,N,,100,N,,N,NEM,NEM
NEO,"NEOGENOMICS, INC. - COMMON STOCK",S,N,N,100,N,N,Q,,
NEOG,NEOGEN CORPORATION - COMMON STOCK,Q,N,N,100,N,N,Q,,
NEON,NEONODE INC. - COMMON STOCK,S,N,N,100,N,N,Q,,
NEOV,NEOVOLTA INC. - COMMON STOCK,S,N,N,100,N,N,Q,,
NEOVW,NEOVOLTA INC. - WARRANT,S,N,N,100,N,N,Q,,
NEPH,"NEPHROS, INC. - COMMON STOCK",S,N,N,100,N,N,Q,,
NERV,"MINERVA NEUROSCIENCES, INC - COMMON STOCK",S,N,N,100,N,N,Q,,
NESR,NATIONAL ENERGY SERVICES REUNITED CORP - ORDINARY SHARES,S,N,N,100,N,N,Q,,
NET,"CLOUDFLARE, INC. CLASS A COMMON STOCK",,N,,100,N,,N,NET,NET
NETD,NABORS ENERGY TRANSITION CORP. II - CLASS A ORDINARY SHARES,G,N,N,100,N,N,Q,,
NETDU,NABORS ENERGY TRANSITION CORP. II - UNIT,G,N,N,100,N,N,Q,,
NETDW,NABORS ENERGY TRANSITION CORP. II - WARRANT,G,N,N,100,N,N,Q,,
NEU,NEWMARKET CORP COMMON STOCK,,N,,100,N,,N,NEU,NEU
NEUE,"NEUEHEALTH, INC. COMMON STOCK",,N,,100,N,,N,NEUE,NEUE
NEUP,NEUPHORIA THERAPEUTICS INC. - COMMON STOCK,G,N,D,100,N,N,Q,,
NEWT,"NEWTEKONE, INC. - COMMON STOCK",G,N,N,100,N,N,Q,,
NEWTG,"NEWTEKONE, INC. - 8.50% FIXED RATE SENIOR NOTES DUE 2029",G,N,N,100,N,N,Q,,
NEWTH,"NEWTEKONE, INC. - 8.625% FIXED RATE SENIOR NOTES DUE 2029",G,N,N,100,N,N,Q,,
NEWTI,"NEWTEKONE, INC. - 8.00% FIXED RATE SENIOR NOTES DUE 2028",G,N,N,100,N,N,Q,,
NEWTP,"NEWTEKONE, INC. - DEPOSITARY SHARES, EACH REPRESENTING A 1/40TH INTEREST IN A SHARE OF 8.500% FIXED RATE RESET NON-CUMULATIVE PERPETUAL PREFERRED STOCK, SERIES B",G,N,N,100,N,N,Q,,
NEWTZ,"NEWTEKONE, INC. - 5.50% NOTES DUE 2026",G,N,N,100,N,N,Q,,
NEXA,NEXA RESOURCES S.A. COMMON SHARES,,N,,100,N,,N,NEXA,NEXA
NEXM,NEXMETALS MINING CORP. - COMMON STOCK,S,N,N,100,N,N,Q,,
NEXN,NEXXEN INTERNATIONAL LTD. - ORDINARY SHARES,G,N,N,100,N,N,Q,,
NEXT,NEXTDECADE CORPORATION - COMMON STOCK,S,N,N,100,N,N,Q,,
NFBK,"NORTHFIELD BANCORP, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
NFE,NEW FORTRESS ENERGY INC. - CLASS A COMMON STOCK,Q,N,E,100,N,N,Q,,
NFG,NATIONAL FUEL GAS COMPANY COMMON STOCK,,N,,100,N,,N,NFG,NFG
NFJ,"VIRTUS DIVIDEND, INTEREST & PREMIUM STRATEGY FUND COMMON SHARES OF BENEFICIAL INTEREST",,N,,100,N,,N,NFJ,NFJ
NFLX,"NETFLIX, INC. - COMMON STOCK",Q,N,N,100,N,N,Q,,
NGG,"NATIONAL GRID TRANSCO, PLC NATIONAL GRID PLC (NEW) AMERICAN DEPOSITARY SHARES",,N,,100,N,,N,NGG,NGG
NGL,NGL ENERGY PARTNERS LP COMMON UNITS REPRESENTING LIMITED PARTNER INTERESTS,,N,,100,N,,N,NGL,NGL
NGL$B,NGL ENERGY PARTNERS LP 9.00% CLASS B FIXED-TO-FLOATING RATE CUMULATIVE REDEEMABLE PERPETUAL PREFERRED UNITS REPRESENTING LIMITED PARTNERSHIP INTERESTS,,N,,100,N,,N,NGLPB,NGL-B
NGL$C,NGL ENERGY PARTNERS LP 9.625% CLASS C FIXED-TO-FLOATING RATE CUMULATIVE  REDEEMABLE PERPETUAL PREFERRED UNITS REPRESENTING  LIMITED PARTNER INTERESTS,,N,,100,N,,N,NGLPC,NGL-C
NGNE,NEUROGENE INC. - COMMON STOCK,G,N,N,100,N,N,Q,,
NGS,"NATURAL GAS SERVICES GROUP, INC. COMMON STOCK",,N,,100,N,,N,NGS,NGS
NGVC,"NATURAL GROCERS BY VITAMIN COTTAGE, INC. COMMON STOCK",,N,,100,N,,N,NGVC,NGVC
NGVT,INGEVITY CORPORATION COMMON STOCK,,N,,100,N,,N,NGVT,NGVT
NHI,"NATIONAL HEALTH INVESTORS, INC. COMMON STOCK",,N,,100,N,,N,NHI,NHI
NHIC,NEWHOLD INVESTMENT CORP III - CLASS A ORDINARY SHARES,G,N,N,100,N,N,Q,,
NHICU,NEWHOLD INVESTMENT CORP III - UNITS,G,N,N,100,N,N,Q,,
NHICW,NEWHOLD INVESTMENT CORP III - WARRANTS,G,N,N,100,N,N,Q,,
NHPAP,"NATIONAL HEALTHCARE PROPERTIES, INC. - 7.375% SERIES A CUMULATIVE REDEEMABLE PERPETUAL PREFERRED STOCK",G,N,N,100,N,N,Q,,
NHPBP,"NATIONAL HEALTHCARE PROPERTIES, INC. - 7.125% SERIES B CUMULATIVE REDEEMABLE PERPETUAL PREFERRED STOCK",G,N,N,100,N,N,Q,,
NHTC,NATURAL HEALTH TRENDS CORP. - COMMN STOCK,S,N,N,100,N,N,Q,,
NI,NISOURCE INC COMMON STOCK,,N,,100,N,,N,NI,NI
NIC,NICOLET BANKSHARES INC. COMMON STOCK,,N,,100,N,,N,NIC,NIC
NICE,NICE LTD - AMERICAN DEPOSITARY SHARES EACH REPRESENTING ONE ORDINARY SHARE,Q,N,N,100,N,N,Q,,
NIE,VIRTUS EQUITY & CONVERTIBLE INCOME FUND COMMON SHARES OF BENEFICIAL INTEREST,,N,,100,N,,N,NIE,NIE
NIM,NUVEEN SELECT MATURITIES MUNICIPAL FUND COMMON STOCK,,N,,100,N,,N,NIM,NIM
NINE,"NINE ENERGY SERVICE, INC. COMMON STOCK",,N,,100,N,,N,NINE,NINE
NIO,"NIO INC. AMERICAN DEPOSITARY SHARES, EACH  REPRESENTING ONE CLASS A ORDINARY SHARE",,N,,100,N,,N,NIO,NIO
NIOBW,NIOCORP DEVELOPMENTS LTD. - WARRANT,S,N,N,100,N,N,Q,,
NIPG,NIP GROUP INC. - AMERICAN DEPOSITARY SHARES,G,N,N,100,N,N,Q,,
NIQ,NIQ GLOBAL INTELLIGENCE PLC ORDINARY SHARES,,N,,100,N,,N,NIQ,NIQ
NISN,"NISUN INTL ENTERPRISE DEVELOPMENT GROUP CO, LTD - CLASS A COMMON SHARES",S,N,N,100,N,N,Q,,
